setup,ticker,entry,exit,days,R,mfe_R,mae_R,capture%,entry_px,stop,stop_dist%,stop_ATR,vs_ma20%,vs_ma50%,vs_ma200%,ma20_50_gap%,vs_20dhigh%,pos_52w%,rsi14,atr%,trims,dir,machine_guess,trade_id,machine_guess_v2,guess_v2_conf
,META,2026-02-04,2026-02-11,5,-0.67,0.55,1.19,-123.0,674.3,650.0,3.6,1.0,2.8,3.4,,0.5,-9.2,41.0,51.0,3.6,3,long,Long in mixed structure,META_2026-02-04_000,Pullback — U&R 或 30m Pivot（手标定）,mid
,META,2026-02-04,2026-02-11,5,-0.56,2.77,0.97,-20.0,656.3,645.0,1.72,0.47,0.1,0.6,,0.5,-11.6,41.0,51.0,3.6,1,long,Long in mixed structure,META_2026-02-04_001,Pullback — U&R 或 30m Pivot（手标定）,mid
,PLTR,2026-02-04,2026-02-06,2,-0.06,2.49,10.02,-2.0,133.8,136.0,-1.64,-0.26,-19.5,-23.1,,-4.5,-28.6,5.0,30.0,6.1,2,short,Short with RSI oversold — risky,PLTR_2026-02-04_000,Short — 三类之外,low
,BABA,2026-02-02,2026-02-04,2,-0.67,0.48,1.22,-138.0,164.43,157.0,4.52,1.23,0.2,4.5,,4.3,-8.4,68.0,54.0,3.6,3,long,Long in mixed structure,BABA_2026-02-02_000,Pullback — U&R 或 30m Pivot（手标定）,mid
,NAIL,2026-02-02,2026-02-12,8,1.67,1.99,1.54,84.0,66.43,59.17,10.93,1.61,7.5,13.8,,5.9,-7.7,24.0,46.0,7.8,2,long,Long in mixed structure,NAIL_2026-02-02_000,Other — 对不上三类,low
,ASTS,2026-01-28,2026-01-30,2,-0.35,1.76,1.18,-20.0,117.2,110.0,6.14,0.62,18.4,47.4,,24.5,-5.7,96.0,65.0,9.6,1,long,Long in mixed structure,ASTS_2026-01-28_000,Other — 对不上三类,low
,FIGR,2026-01-27,2026-01-29,2,-0.67,0.15,1.52,,67.3,61.0,9.36,0.97,17.3,45.3,,23.9,-13.7,68.0,59.0,10.3,3,long,Long in mixed structure,FIGR_2026-01-27_000,Other — 对不上三类,low
,LEU,2026-01-27,2026-01-30,3,-1.1,0.74,1.52,-150.0,318.64,290.0,8.99,0.91,8.0,17.9,,9.1,-7.8,49.0,55.0,10.1,1,long,Long in mixed structure,LEU_2026-01-27_000,Other — 对不上三类,low
,RMBS,2026-01-27,2026-01-29,2,-0.67,0.6,1.04,-111.0,121.7,115.0,5.51,0.89,18.4,23.8,,4.6,-10.3,71.0,62.0,6.5,3,long,Long in mixed structure,RMBS_2026-01-27_000,Other — 对不上三类,low
,TTMI,2026-01-27,2026-01-29,2,-0.43,1.12,1.14,-39.0,98.1,94.4,3.77,0.52,16.8,30.8,,12.0,-8.0,82.0,65.0,7.5,1,long,Long in mixed structure,TTMI_2026-01-27_000,Other — 对不上三类,low
,CRWV,2026-01-26,2026-01-28,2,0.98,2.21,1.43,44.0,104.5,100.0,4.31,0.56,22.9,29.4,,5.3,-3.8,39.0,62.0,8.1,1,long,Long in mixed structure,CRWV_2026-01-26_000,Breakout（临界，base 顶下 2-4%）,low
,SNOW,2026-01-26,2026-01-28,2,1.0,1.9,1.33,53.0,214.5,210.0,2.1,0.59,-1.1,-6.5,,-5.4,-9.2,25.0,43.0,3.6,1,long,Long in mixed structure,SNOW_2026-01-26_000,Pullback — U&R 或 30m Pivot（手标定）,mid
,APLD,2026-01-25,2026-01-26,1,-0.67,1.19,2.2,-56.0,39.54,37.8,4.4,0.49,24.0,38.5,,11.7,0.1,91.0,64.0,9.4,3,long,Long in mixed structure,APLD_2026-01-25_000,Breakout,high
,CSIQ,2026-01-25,2026-01-28,3,-0.63,0.31,1.01,-202.0,22.7,21.2,6.61,0.79,1.7,-6.2,,-7.7,-13.1,52.0,50.0,8.5,1,long,Long in mixed structure,CSIQ_2026-01-25_000,Pullback — U&R 或 30m Pivot（手标定）,mid
,CSIQ,2026-01-22,2026-01-28,4,-0.67,0.7,2.65,-95.0,22.93,22.0,4.06,0.49,2.4,-6.0,,-8.1,-12.9,48.0,46.0,8.9,3,long,Long in mixed structure,CSIQ_2026-01-22_000,Pullback — U&R 或 30m Pivot（手标定）,mid
,FRMI,2026-01-22,2026-01-30,6,-0.5,0.63,0.99,-79.0,9.62,8.7,9.56,0.94,7.7,-23.7,,-29.2,-9.0,6.0,41.0,10.6,1,long,Long in mixed structure,FRMI_2026-01-22_000,Other — 对不上三类,low
,ALAB,2026-01-21,2026-01-23,2,-0.67,1.68,1.52,-40.0,173.68,167.0,3.85,0.47,1.6,8.2,,6.5,-8.5,34.0,54.0,8.1,3,long,Long in mixed structure,ALAB_2026-01-21_000,Pullback — U&R 或 30m Pivot（手标定）,mid
,MU,2026-01-21,2026-01-28,5,6.66,13.18,3.14,50.0,380.42,376.0,1.16,0.23,18.0,40.2,,18.7,-3.4,98.0,77.0,4.9,2,long,Extended long — RSI overbought,MU_2026-01-21_000,Breakout（临界，base 顶下 2-4%）,low
,ARM,2026-01-20,2026-01-28,6,0.8,1.9,1.92,42.0,114.0,109.0,4.39,1.12,2.7,-10.0,,-12.3,-6.9,6.0,31.0,4.2,2,long,Long in mixed structure,ARM_2026-01-20_000,Pullback — U&R 或 30m Pivot（手标定）,mid
,BABA,2026-01-20,2026-04-23,67,-5.68,1.68,7.95,-337.0,168.5,162.0,3.86,1.02,9.2,8.5,,-0.7,-1.9,60.0,55.0,3.9,1,long,Long in mixed structure,BABA_2026-01-20_000,Breakout,high
,GEV,2026-01-15,2026-01-22,5,-0.54,0.3,0.94,-179.0,685.3,636.0,7.19,2.27,4.9,10.3,,5.1,-1.8,56.0,49.0,3.4,2,long,Long in mixed structure,GEV_2026-01-15_000,Breakout,high
,APLD,2026-01-14,2026-01-20,4,-0.65,0.83,1.2,-78.0,35.9,34.0,5.29,0.68,25.1,28.0,,2.3,-9.1,85.0,65.0,7.8,1,long,Long in mixed structure,APLD_2026-01-14_000,Other — 对不上三类,low
,BABA,2026-01-14,2026-04-23,71,-2.69,0.5,3.68,-542.0,172.0,157.0,8.72,2.61,13.5,10.7,,-2.4,0.5,70.0,64.0,3.4,1,long,Long in mixed structure,BABA_2026-01-14_000,Breakout,high
,FLNC,2026-01-14,2026-02-03,14,2.17,5.14,1.91,42.0,25.55,24.0,6.07,0.92,21.5,25.5,,3.3,1.3,83.0,56.0,7.5,2,long,Long in mixed structure,FLNC_2026-01-14_000,Breakout,high
,MU,2026-01-14,2026-01-30,12,5.94,7.71,1.07,77.0,343.5,329.0,4.22,0.93,15.2,31.6,,14.3,-2.1,92.0,66.0,4.7,2,long,Long in mixed structure,MU_2026-01-14_000,Breakout（临界，base 顶下 2-4%）,low
,RKLB,2026-01-14,2026-01-20,4,1.81,4.04,3.14,45.0,91.1,89.0,2.31,0.34,20.6,53.0,,26.9,-1.2,99.0,74.0,6.8,2,long,Extended long — RSI overbought,RKLB_2026-01-14_000,Breakout,high
,CRWV,2026-01-13,2026-02-04,16,1.02,5.66,2.45,18.0,91.12,87.0,4.52,0.74,18.0,9.1,,-7.6,-0.9,26.0,57.0,6.3,3,long,Long in mixed structure,CRWV_2026-01-13_000,Breakout,high
,EOSE,2026-01-13,2026-01-21,6,-0.3,0.64,0.95,-48.0,17.37,15.5,10.77,1.92,31.5,22.4,,-6.9,-2.2,78.0,67.0,5.8,1,long,Long in mixed structure,EOSE_2026-01-13_000,Breakout（临界，base 顶下 2-4%）,low
,SILJ,2026-01-13,2026-01-15,2,-0.67,1.1,2.06,-61.0,32.1,32.6,-1.56,-0.35,11.3,25.6,,12.8,-3.1,94.0,72.0,4.5,3,short,Short in mixed structure,SILJ_2026-01-13_000,Short — 三类之外,low
,RDDT,2026-01-12,2026-01-14,2,-0.67,1.35,1.72,-49.0,253.34,245.96,2.91,0.66,7.7,16.1,,7.9,-3.9,64.0,58.0,4.6,3,long,Long in mixed structure,RDDT_2026-01-12_000,Breakout（临界，base 顶下 2-4%）,low
,APP,2026-01-11,2026-01-14,3,0.0,2.58,2.82,0.0,640.0,624.64,2.4,0.49,-5.5,0.5,,6.3,-13.3,73.0,48.0,4.8,1,long,Long in mixed structure,APP_2026-01-11_000,Pullback — U&R 或 30m Pivot（手标定）,mid
,BABA,2026-01-11,2026-04-23,74,-4.23,6.11,12.47,-69.0,158.87,155.5,2.12,0.77,6.2,2.0,,-4.0,0.9,45.0,47.0,2.9,2,long,Long in mixed structure,BABA_2026-01-11_000,Breakout,high
,HUN,2026-01-08,2026-01-13,3,5.6,6.66,18.62,84.0,11.35,11.3,0.44,0.12,11.4,21.7,,9.3,-0.3,96.0,70.0,3.9,1,long,Long in mixed structure,HUN_2026-01-08_000,Breakout,high
,HUT,2026-01-08,2026-01-13,3,0.0,0.7,1.93,0.0,61.3,59.0,3.75,0.46,27.8,36.4,,6.7,1.5,94.0,65.0,8.6,1,long,Long in mixed structure,HUT_2026-01-08_000,Breakout,high
,UEC,2026-01-08,2026-01-30,16,2.83,4.78,1.49,59.0,15.61,14.62,6.34,1.26,21.8,21.9,,0.0,6.7,62.0,64.0,5.4,2,long,Long in mixed structure,UEC_2026-01-08_000,Breakout,high
,PLTR,2026-01-07,2026-01-15,6,-0.44,1.2,2.96,-37.0,177.79,181.0,-1.81,-0.44,-3.5,-1.7,,1.9,-10.6,57.0,51.0,4.0,1,short,Short in mixed structure,PLTR_2026-01-07_000,Short — 三类之外,low
,APLD,2026-01-06,2026-01-20,10,2.4,6.73,2.93,36.0,32.1,31.0,3.43,0.48,18.7,14.9,,-3.2,-7.9,63.0,59.0,7.6,3,long,Long in mixed structure,APLD_2026-01-06_000,Other — 对不上三类,low
,FLY,2026-01-06,2026-01-08,2,0.23,2.42,1.23,9.0,27.11,25.4,6.31,0.68,18.0,25.8,,6.6,-5.7,31.0,59.0,9.5,1,long,Long in mixed structure,FLY_2026-01-06_000,Other — 对不上三类,low
,FLY,2026-01-06,2026-01-07,1,1.26,0.43,1.16,296.0,27.93,25.4,9.06,1.01,21.6,29.6,,6.6,-2.8,31.0,59.0,9.5,1,long,Long in mixed structure,FLY_2026-01-06_001,Breakout（临界，base 顶下 2-4%）,low
,MDB,2026-01-06,2026-01-08,2,-0.67,0.62,3.51,-108.0,439.74,431.7,1.83,0.6,3.8,15.3,,11.1,-0.2,98.0,61.0,3.1,3,long,Long in mixed structure,MDB_2026-01-06_000,Breakout,high
,WGMI,2026-01-06,2026-01-30,18,4.23,8.54,1.06,49.0,43.81,42.85,2.19,0.36,5.0,-5.8,,-10.3,-10.6,47.0,55.0,5.9,3,long,Long in mixed structure,WGMI_2026-01-06_000,Other — 对不上三类,low
,AEO,2026-01-05,2026-01-12,5,-2.78,0.34,3.18,-829.0,27.51,26.26,4.54,1.26,7.7,31.3,,21.9,-0.4,92.0,67.0,3.8,1,long,Long in mixed structure,AEO_2026-01-05_000,Breakout,high
,AEVA,2026-01-05,2026-01-06,1,-0.67,0.63,3.43,-106.0,17.48,15.97,8.64,1.5,23.6,30.9,,6.0,0.9,36.0,48.0,7.7,3,long,Long in mixed structure,AEVA_2026-01-05_000,Breakout,high
,BABA,2026-01-05,2026-01-07,2,-0.67,0.27,1.18,-248.0,153.29,146.48,4.44,1.87,1.6,-2.8,,-4.3,-3.8,52.0,54.0,2.4,3,long,Long in mixed structure,BABA_2026-01-05_000,Breakout（临界，base 顶下 2-4%）,low
,PATH,2026-01-05,2026-01-09,4,-0.67,2.06,2.79,-32.0,16.95,16.47,2.83,0.55,-0.2,8.7,,8.9,-14.6,60.0,49.0,5.5,3,long,Long in mixed structure,PATH_2026-01-05_000,Pullback — U&R 或 30m Pivot（手标定）,mid
,XOM,2025-12-31,2026-01-20,14,3.84,3.67,1.5,105.0,120.61,118.0,2.16,1.48,3.4,4.8,,1.4,0.4,92.0,59.0,1.5,1,long,Long in mixed structure,XOM_2025-12-31_000,Breakout,high
